Errors,"Suggested Fixes",Description,"System ID",UPC,EAN,"Custom SKU","Manufacturer SKU",Vendor,"Vendor ID",Brand,"Default Cost","Default - Price","MSRP - Price","Online - Price","Matrix Description","Matrix Attribute Set","Attribute 1","Attribute 2","Attribute 3",Discountable,Taxable,"Tax Class","Item Type","Publish To eCom",Serialized,Category,"Subcategory 1","Subcategory 2","Subcategory 3","Subcategory 4","Clear Existing Tags","Add Tags",Note,"Display Note",Archive,"Featured Image",Image,Image,Image,Image,Image,Image,Image,Image,Image,Image,Image,"Shop Quantity on Hand","Shop Unit Cost","Shop Reorder Point","Shop Reorder Level"
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920501,95062900,44200-3402,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Session",Size,"5'8""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920747,95062900,44200-3409,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Whip",Size,"4'11""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920761,95062900,44200-3409,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Whip",Size,"5'1""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920785,95062900,44200-3409,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Whip",Size,"5'3""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920723,95062900,44200-3409,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Whip",Size,"5'5""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920587,95062900,44200-3406,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Wam",Size,"5'11""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415929573,95062900,44200-3406,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Wam",Size,"5'3""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920600,95062900,44200-3406,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Wam",Size,"5'5""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920624,95062900,44200-3406,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Wam",Size,"5'7""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920648,95062900,44200-3406,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Wam",Size,"5'9""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920808,95062900,44200-3412,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Voke",Size,"5'1""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920822,95062900,44200-3412,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Voke",Size,"5'3""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920440,95062900,44200-3401,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Fish",Size,"5'2""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1396.43,9008415920464,95062900,44200-3401,"Boards & More",,Duotone,977.55,1396.43,1396.43,1396.43,"2020 Duotone Pro Fish",Size,"5'5""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1263.43,9008415920686,95062900,44200-3408,"Boards & More",,Duotone,884.45,1263.43,1263.43,1263.43,"2020 Duotone Whip",Size,"5'0""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1263.43,9008415920662,95062900,44200-3408,"Boards & More",,Duotone,884.45,1263.43,1263.43,1263.43,"2020 Duotone Whip",Size,"5'2""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1263.43,9008415920709,95062900,44200-3408,"Boards & More",,Duotone,884.45,1263.43,1263.43,1263.43,"2020 Duotone Whip",Size,"5'4""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Freestyle,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1529.43,9008415920860,95062900,44200-3452,"Boards & More",,Duotone,1070.65,1529.43,1529.43,1529.43,"2020 Duotone Hybrid",Size,"5'0""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Hybrid,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1529.43,9008415920846,95062900,44200-3452,"Boards & More",,Duotone,1070.65,1529.43,1529.43,1529.43,"2020 Duotone Hybrid",Size,"5'2""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Hybrid,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1529.43,9008415920884,95062900,44200-3452,"Boards & More",,Duotone,1070.65,1529.43,1529.43,1529.43,"2020 Duotone Hybrid",Size,"5'4""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Hybrid,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1263.43,9008415920563,95062900,44200-3405,"Boards & More",,Duotone,884.45,1263.43,1263.43,1263.43,"2020 Duotone Wam",Size,"5'10""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1263.43,9008415920525,95062900,44200-3405,"Boards & More",,Duotone,884.45,1263.43,1263.43,1263.43,"2020 Duotone Wam",Size,"5'6""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1263.43,9008415920549,95062900,44200-3405,"Boards & More",,Duotone,884.45,1263.43,1263.43,1263.43,"2020 Duotone Wam",Size,"5'8""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415840557,95062900,44900-3410,"Boards & More",,Duotone,651.70,930.93,930.93,930.93,"2020 Duotone Quest TT",Size,5'10'',,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Surf,Surf,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.","2020 Duotone Surfstrap with washers and Surf Screws (pair)",,73.08,9008415842513,95062900,44900-8070,"Boards & More",,Duotone,50.54,73.08,73.08,73.08,,," "," ",,Yes,Yes,Item,,Yes,Yes,Kitesurf,Parts,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,106.33,9008415921393,95062900,44200-8032,"Boards & More",,Duotone,74.48,106.33,106.33,106.33,"2020 Duotone Traction Pad Pro - Front",Size,5mm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Parts,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,106.33,9008415921409,95062900,44200-8038,"Boards & More",,Duotone,74.48,106.33,106.33,106.33,"2020 Duotone Traction Pad Team - Front",Size,3mm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Parts,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1928.43,9008415890606,95062900,44900-3454,"Boards & More",,Duotone,1349.95,1928.43,1928.43,1928.43,"2020 Duotone KTB - Indy",Size,"4'9""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1329.93,9008415941179,95062900,44200-3450,"Boards & More",,Duotone,931.00,1329.93,1329.93,1329.93,"2020 Duotone KTB - Pace",Size,"3'11""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1329.93,9008415941186,95062900,44200-3450,"Boards & More",,Duotone,931.00,1329.93,1329.93,1329.93,"2020 Duotone KTB - Pace",Size,"4'2""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1329.93,9008415941162,95062900,44200-3450,"Boards & More",,Duotone,931.00,1329.93,1329.93,1329.93,"2020 Duotone KTB - Pace",Size,"4'6""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1329.93,9008415941155,95062900,44200-3450,"Boards & More",,Duotone,931.00,1329.93,1329.93,1329.93,"2020 Duotone KTB - Pace",Size,"4'10""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415865796,95062900,44900-3453,"Boards & More",,Duotone,651.70,930.93,930.93,930.93,"2020 Duotone KTB - Free",Size,5'0'',,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415865802,95062900,44900-3453,"Boards & More",,Duotone,651.70,930.93,930.93,930.93,"2020 Duotone KTB - Free",Size,4'6'',,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,930.93,9008415865819,95062900,44900-3453,"Boards & More",,Duotone,651.70,930.93,930.93,930.93,"2020 Duotone KTB - Free",Size,4'1'',,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,113.05,9008415927340,95062900,44900-8313,"Boards & More",,Duotone,79.80,113.05,113.05,113.05,"2020 Duotone Foil Footstrap with M6x21mm Screw (3pcs)",Size,OneSize,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1130.43,9008415890538,95062900,44900-3503,"Boards & More",,Duotone,791.35,1130.43,1130.43,1130.43,"2020 Duotone Foil Spirit 90 Freeride 700",Size,90,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1130.43,9008415890545,95062900,44900-3504,"Boards & More",,Duotone,791.35,1130.43,1130.43,1130.43,"2020 Duotone Foil Spirit 75 Freeride 700",Size,75,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1130.43,9008415890637,95062900,44900-3512,"Boards & More",,Duotone,791.35,1130.43,1130.43,1130.43,"2020 Duotone Foil Spirit 60 Freeride 700",Size,60,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415890569,95062900,44900-3505,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 90 Carve 950",Size,90,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415957385,95062900,44900-3515,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 90 Carve 700",Size,90,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415890552,95062900,44900-3506,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 75 Carve 950 ",Size,75,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415957392,95062900,44900-3516,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 75 Carve 700",Size,75,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415890644,95062900,44900-3513,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 60 Carve 950",Size,60,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415957408,95062900,44900-3517,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 60 Carve 700",Size,60,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415957415,95062900,44900-3518,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 90 GT 700",Size,90,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415890576,95062900,44900-3507,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 90 GT 565",Size,90,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415957422,95062900,44900-3519,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 75 GT 700",Size,75,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415890583,95062900,44900-3508,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 75 GT 565",Size,75,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415921911,95062900,44900-3514,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 75 Surf 1250",Size,75,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415957439,95062900,44900-3520,"Boards & More",,Duotone,1024.10,1462.93,1462.93,1462.93,"2020 Duotone Foil Spirit 75 Surf 1500",Size,75,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,3576.37,9008415890590,95062900,44900-3509,"Boards & More",,Duotone,2503.06,3576.37,3576.37,3576.37,"2020 Duotone Foil Daytona 105",Size,105,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,332.43,9008415890125,95062900,44900-8343,"Boards & More",,Duotone,232.75,332.43,332.43,332.43,"2020 Duotone Foil Fuselage AL 70",Size,70cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,465.43,9008415864324,95062900,44900-8338,"Boards & More",,Duotone,325.85,465.43,465.43,465.43,"2020 Duotone Foil Mast AL 90 2.0",Size,90cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,465.43,9008415890668,95062900,44900-8339,"Boards & More",,Duotone,325.85,465.43,465.43,465.43,"2020 Duotone Foil Mast AL 75 2.0",Size,75cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,465.43,9008415864317,95062900,44900-8337,"Boards & More",,Duotone,325.85,465.43,465.43,465.43,"2020 Duotone Foil Mast AL 60 2.0",Size,60cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,664.93,9008415890149,95062900,44900-8345,"Boards & More",,Duotone,465.50,664.93,664.93,664.93,"2020 Duotone Foil Spirit Carve Carbon Front Wing 950",Size,950,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,372.33,9008415890132,95062900,44900-8344,"Boards & More",,Duotone,260.68,372.33,372.33,372.33,"2020 Duotone Foil Spirit Freeride Front Wing 700",Size,700,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,597.17,9008415957477,95062900,44900-8436,"Boards & More",,Duotone,417.62,597.17,597.17,597.17,"2020 Duotone Foil Spirit Carve Carbo Front Wing 700",Size,700,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,597.17,9008415957484,95062900,44900-8437,"Boards & More",,Duotone,417.62,597.17,597.17,597.17,"2020 Duotone Foil Spirit GT Carbon Front Wing 700",Size,700,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,531.93,9008415890156,95062900,44900-8346,"Boards & More",,Duotone,372.40,531.93,531.93,531.93,"2020 Duotone Foil Spirit GT Carbon  Front Wing 565",Size,565,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,731.43,9008415922017,95062900,44900-8383,"Boards & More",,Duotone,512.05,731.43,731.43,731.43,"2020 Duotone Foil Spirit Surf Carbon Front Wing 1250",Size,1250,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
